,Teplota vzduchu,Rychlost otáček,Kroutící moment,Opotřebení nástroje,Porucha,T,R,K,O
3231,300.7,1425,45.3,100,0,"(300.586, 301.271]","(1409.857, 1471.571]","(43.157, 46.114]","(69.875, 126.5]"
7932,300.7,1478,41.9,207,0,"(300.586, 301.271]","(1471.571, 1533.286]","(40.2, 43.157]","(183.125, 239.75]"
7457,300.1,1530,36.6,74,0,"(299.9, 300.586]","(1471.571, 1533.286]","(34.286, 37.243]","(69.875, 126.5]"
9783,298.8,1466,44.6,66,0,"(298.529, 299.214]","(1409.857, 1471.571]","(43.157, 46.114]","(13.25, 69.875]"
5183,303.9,1901,22.5,110,0,"(303.329, 304.014]","(1841.857, 1903.571]","(22.457, 25.414]","(69.875, 126.5]"
8076,300.3,1360,48.0,119,0,"(299.9, 300.586]","(1348.143, 1409.857]","(46.114, 49.071]","(69.875, 126.5]"
6501,300.9,1600,36.0,204,0,"(300.586, 301.271]","(1595.0, 1656.714]","(34.286, 37.243]","(183.125, 239.75]"
6790,301.1,2219,16.7,79,0,"(300.586, 301.271]","(2212.143, 2273.857]","(16.543, 19.5]","(69.875, 126.5]"
7772,300.3,1464,41.0,29,0,"(299.9, 300.586]","(1409.857, 1471.571]","(40.2, 43.157]","(13.25, 69.875]"
2737,299.7,1508,41.2,152,0,"(299.214, 299.9]","(1471.571, 1533.286]","(40.2, 43.157]","(126.5, 183.125]"
7841,300.1,1471,47.2,201,0,"(299.9, 300.586]","(1409.857, 1471.571]","(46.114, 49.071]","(183.125, 239.75]"
6261,301.1,1417,47.6,10,0,"(300.586, 301.271]","(1409.857, 1471.571]","(46.114, 49.071]","(-43.375, 13.25]"
8205,299.4,1446,47.3,12,0,"(299.214, 299.9]","(1409.857, 1471.571]","(46.114, 49.071]","(-43.375, 13.25]"
1247,297.2,1513,42.9,212,0,"(297.157, 297.843]","(1471.571, 1533.286]","(40.2, 43.157]","(183.125, 239.75]"
9335,298.4,1501,50.0,203,0,"(297.843, 298.529]","(1471.571, 1533.286]","(49.071, 52.029]","(183.125, 239.75]"
4194,302.4,1423,46.2,186,0,"(301.957, 302.643]","(1409.857, 1471.571]","(46.114, 49.071]","(183.125, 239.75]"
8000,300.8,1443,53.3,151,0,"(300.586, 301.271]","(1409.857, 1471.571]","(52.029, 54.986]","(126.5, 183.125]"
7377,299.5,1349,52.7,92,0,"(299.214, 299.9]","(1348.143, 1409.857]","(52.029, 54.986]","(69.875, 126.5]"
3434,301.5,1412,44.1,184,0,"(301.271, 301.957]","(1409.857, 1471.571]","(43.157, 46.114]","(183.125, 239.75]"
5381,302.8,1651,27.0,200,0,"(302.643, 303.329]","(1595.0, 1656.714]","(25.414, 28.371]","(183.125, 239.75]"
958,295.8,1399,47.6,84,0,"(295.786, 296.471]","(1348.143, 1409.857]","(46.114, 49.071]","(69.875, 126.5]"
416,297.4,1495,37.8,211,0,"(297.157, 297.843]","(1471.571, 1533.286]","(37.243, 40.2]","(183.125, 239.75]"
5741,302.3,1483,40.5,8,0,"(301.957, 302.643]","(1471.571, 1533.286]","(40.2, 43.157]","(-43.375, 13.25]"
6727,301.5,1785,25.5,120,0,"(301.271, 301.957]","(1780.143, 1841.857]","(25.414, 28.371]","(69.875, 126.5]"
4381,301.9,1446,43.2,225,0,"(301.271, 301.957]","(1409.857, 1471.571]","(43.157, 46.114]","(183.125, 239.75]"
5196,303.9,1517,36.0,142,0,"(303.329, 304.014]","(1471.571, 1533.286]","(34.286, 37.243]","(126.5, 183.125]"
1112,296.5,1350,55.6,69,0,"(296.471, 297.157]","(1348.143, 1409.857]","(54.986, 57.943]","(13.25, 69.875]"
2688,299.9,1322,53.9,33,0,"(299.214, 299.9]","(1286.429, 1348.143]","(52.029, 54.986]","(13.25, 69.875]"
6472,300.4,1571,33.6,126,0,"(299.9, 300.586]","(1533.286, 1595.0]","(31.329, 34.286]","(69.875, 126.5]"
8819,297.4,1349,48.9,120,0,"(297.157, 297.843]","(1348.143, 1409.857]","(46.114, 49.071]","(69.875, 126.5]"
7807,300.0,1451,49.0,115,0,"(299.9, 300.586]","(1409.857, 1471.571]","(46.114, 49.071]","(69.875, 126.5]"
3410,301.2,1451,39.7,123,0,"(300.586, 301.271]","(1409.857, 1471.571]","(37.243, 40.2]","(69.875, 126.5]"
80,298.8,1445,49.9,4,0,"(298.529, 299.214]","(1409.857, 1471.571]","(49.071, 52.029]","(-43.375, 13.25]"
4613,303.1,1403,55.6,150,0,"(302.643, 303.329]","(1348.143, 1409.857]","(54.986, 57.943]","(126.5, 183.125]"
1373,298.8,1366,59.0,94,0,"(298.529, 299.214]","(1348.143, 1409.857]","(57.943, 60.9]","(69.875, 126.5]"
1509,298.0,1429,37.7,220,1,"(297.843, 298.529]","(1409.857, 1471.571]","(37.243, 40.2]","(183.125, 239.75]"
6442,300.7,1348,54.8,50,0,"(300.586, 301.271]","(1286.429, 1348.143]","(52.029, 54.986]","(13.25, 69.875]"
3070,300.0,1631,28.3,110,0,"(299.9, 300.586]","(1595.0, 1656.714]","(25.414, 28.371]","(69.875, 126.5]"
3015,300.5,1589,30.5,198,0,"(299.9, 300.586]","(1533.286, 1595.0]","(28.371, 31.329]","(183.125, 239.75]"
4822,303.5,1565,38.9,12,0,"(303.329, 304.014]","(1533.286, 1595.0]","(37.243, 40.2]","(-43.375, 13.25]"
7821,299.9,1802,24.4,151,0,"(299.214, 299.9]","(1780.143, 1841.857]","(22.457, 25.414]","(126.5, 183.125]"
92,298.9,1727,27.1,37,0,"(298.529, 299.214]","(1718.429, 1780.143]","(25.414, 28.371]","(13.25, 69.875]"
9420,298.0,1472,42.0,15,0,"(297.843, 298.529]","(1471.571, 1533.286]","(40.2, 43.157]","(13.25, 69.875]"
6599,301.6,1494,39.5,24,0,"(301.271, 301.957]","(1471.571, 1533.286]","(37.243, 40.2]","(13.25, 69.875]"
4442,302.5,1563,34.8,150,0,"(301.957, 302.643]","(1533.286, 1595.0]","(34.286, 37.243]","(126.5, 183.125]"
7601,300.4,1351,62.0,18,0,"(299.9, 300.586]","(1348.143, 1409.857]","(60.9, 63.857]","(13.25, 69.875]"
3834,302.3,1295,57.1,146,0,"(301.957, 302.643]","(1286.429, 1348.143]","(54.986, 57.943]","(126.5, 183.125]"
9701,298.8,1485,42.4,74,0,"(298.529, 299.214]","(1471.571, 1533.286]","(40.2, 43.157]","(69.875, 126.5]"
4321,301.7,1686,28.9,59,0,"(301.271, 301.957]","(1656.714, 1718.429]","(28.371, 31.329]","(13.25, 69.875]"
3393,301.5,1490,48.1,81,0,"(301.271, 301.957]","(1471.571, 1533.286]","(46.114, 49.071]","(69.875, 126.5]"
4751,303.3,1510,37.3,36,0,"(302.643, 303.329]","(1471.571, 1533.286]","(37.243, 40.2]","(13.25, 69.875]"
7228,299.8,1368,47.4,148,0,"(299.214, 299.9]","(1348.143, 1409.857]","(46.114, 49.071]","(126.5, 183.125]"
9190,298.0,1439,38.5,34,0,"(297.843, 298.529]","(1409.857, 1471.571]","(37.243, 40.2]","(13.25, 69.875]"
2360,299.2,1388,53.2,59,0,"(298.529, 299.214]","(1348.143, 1409.857]","(52.029, 54.986]","(13.25, 69.875]"
1147,297.1,1690,25.6,159,0,"(296.471, 297.157]","(1656.714, 1718.429]","(25.414, 28.371]","(126.5, 183.125]"
5665,302.3,1845,21.9,27,0,"(301.957, 302.643]","(1841.857, 1903.571]","(19.5, 22.457]","(13.25, 69.875]"
8074,300.4,1631,34.9,115,0,"(299.9, 300.586]","(1595.0, 1656.714]","(34.286, 37.243]","(69.875, 126.5]"
4942,303.5,1602,34.2,108,0,"(303.329, 304.014]","(1595.0, 1656.714]","(31.329, 34.286]","(69.875, 126.5]"
3662,302.3,1517,37.6,124,0,"(301.957, 302.643]","(1471.571, 1533.286]","(37.243, 40.2]","(69.875, 126.5]"
1562,298.2,2216,16.8,139,0,"(297.843, 298.529]","(2212.143, 2273.857]","(16.543, 19.5]","(126.5, 183.125]"
4112,301.9,1472,39.7,187,0,"(301.271, 301.957]","(1471.571, 1533.286]","(37.243, 40.2]","(183.125, 239.75]"
9049,297.3,1545,34.3,74,0,"(297.157, 297.843]","(1533.286, 1595.0]","(34.286, 37.243]","(69.875, 126.5]"
9275,298.2,1605,29.4,47,0,"(297.843, 298.529]","(1595.0, 1656.714]","(28.371, 31.329]","(13.25, 69.875]"
8537,298.6,1730,30.2,41,0,"(298.529, 299.214]","(1718.429, 1780.143]","(28.371, 31.329]","(13.25, 69.875]"
794,296.9,1547,32.6,79,0,"(296.471, 297.157]","(1533.286, 1595.0]","(31.329, 34.286]","(69.875, 126.5]"
5853,301.2,1567,35.1,64,0,"(300.586, 301.271]","(1533.286, 1595.0]","(34.286, 37.243]","(13.25, 69.875]"
7618,300.5,1312,51.4,60,0,"(299.9, 300.586]","(1286.429, 1348.143]","(49.071, 52.029]","(13.25, 69.875]"
1593,298.0,1544,34.7,213,0,"(297.843, 298.529]","(1533.286, 1595.0]","(34.286, 37.243]","(183.125, 239.75]"
7417,300.1,1495,41.0,193,0,"(299.9, 300.586]","(1471.571, 1533.286]","(40.2, 43.157]","(183.125, 239.75]"
5266,303.4,1518,38.7,103,0,"(303.329, 304.014]","(1471.571, 1533.286]","(37.243, 40.2]","(69.875, 126.5]"
7146,300.4,1496,31.8,154,0,"(299.9, 300.586]","(1471.571, 1533.286]","(31.329, 34.286]","(126.5, 183.125]"
88,299.0,1419,45.2,27,0,"(298.529, 299.214]","(1409.857, 1471.571]","(43.157, 46.114]","(13.25, 69.875]"
8694,297.2,1766,25.8,7,0,"(297.157, 297.843]","(1718.429, 1780.143]","(25.414, 28.371]","(-43.375, 13.25]"
9731,298.8,1389,49.6,149,0,"(298.529, 299.214]","(1348.143, 1409.857]","(49.071, 52.029]","(126.5, 183.125]"
9445,298.2,1446,45.8,80,0,"(297.843, 298.529]","(1409.857, 1471.571]","(43.157, 46.114]","(69.875, 126.5]"
6753,301.6,1385,50.7,195,0,"(301.271, 301.957]","(1348.143, 1409.857]","(49.071, 52.029]","(183.125, 239.75]"
3501,301.9,1291,63.6,137,0,"(301.271, 301.957]","(1286.429, 1348.143]","(60.9, 63.857]","(126.5, 183.125]"
2233,299.5,2549,13.0,179,1,"(299.214, 299.9]","(2520.714, 2582.429]","(10.629, 13.586]","(126.5, 183.125]"
2802,300.3,1509,46.6,95,0,"(299.9, 300.586]","(1471.571, 1533.286]","(46.114, 49.071]","(69.875, 126.5]"
4423,302.6,1563,39.0,97,0,"(301.957, 302.643]","(1533.286, 1595.0]","(37.243, 40.2]","(69.875, 126.5]"
5662,302.2,1616,34.0,19,0,"(301.957, 302.643]","(1595.0, 1656.714]","(31.329, 34.286]","(13.25, 69.875]"
7169,300.3,1492,52.3,2,0,"(299.9, 300.586]","(1471.571, 1533.286]","(52.029, 54.986]","(-43.375, 13.25]"
8336,298.9,1449,48.8,147,0,"(298.529, 299.214]","(1409.857, 1471.571]","(46.114, 49.071]","(126.5, 183.125]"
2147,299.4,1550,33.7,174,0,"(299.214, 299.9]","(1533.286, 1595.0]","(31.329, 34.286]","(126.5, 183.125]"
7968,300.9,1811,23.2,72,0,"(300.586, 301.271]","(1780.143, 1841.857]","(22.457, 25.414]","(69.875, 126.5]"
6550,301.3,1516,46.0,119,0,"(301.271, 301.957]","(1471.571, 1533.286]","(43.157, 46.114]","(69.875, 126.5]"
7642,300.4,1604,31.7,119,0,"(299.9, 300.586]","(1595.0, 1656.714]","(31.329, 34.286]","(69.875, 126.5]"
6163,300.8,1358,48.1,198,0,"(300.586, 301.271]","(1348.143, 1409.857]","(46.114, 49.071]","(183.125, 239.75]"
1494,298.0,1377,48.5,181,0,"(297.843, 298.529]","(1348.143, 1409.857]","(46.114, 49.071]","(126.5, 183.125]"
7695,300.6,1488,47.7,22,0,"(300.586, 301.271]","(1471.571, 1533.286]","(46.114, 49.071]","(13.25, 69.875]"
7093,300.7,1369,50.7,12,0,"(300.586, 301.271]","(1348.143, 1409.857]","(49.071, 52.029]","(-43.375, 13.25]"
1408,298.9,1452,48.9,185,0,"(298.529, 299.214]","(1409.857, 1471.571]","(46.114, 49.071]","(183.125, 239.75]"
6690,301.7,1343,49.2,25,0,"(301.271, 301.957]","(1286.429, 1348.143]","(49.071, 52.029]","(13.25, 69.875]"
3400,301.4,1536,44.4,96,0,"(301.271, 301.957]","(1533.286, 1595.0]","(43.157, 46.114]","(69.875, 126.5]"
108,298.9,1621,32.7,75,0,"(298.529, 299.214]","(1595.0, 1656.714]","(31.329, 34.286]","(69.875, 126.5]"
5635,302.6,1502,47.3,171,0,"(301.957, 302.643]","(1471.571, 1533.286]","(46.114, 49.071]","(126.5, 183.125]"
8481,298.3,1595,29.0,103,0,"(297.843, 298.529]","(1533.286, 1595.0]","(28.371, 31.329]","(69.875, 126.5]"
6603,301.5,1403,47.4,34,0,"(301.271, 301.957]","(1348.143, 1409.857]","(46.114, 49.071]","(13.25, 69.875]"
1090,296.9,1464,41.4,6,0,"(296.471, 297.157]","(1409.857, 1471.571]","(40.2, 43.157]","(-43.375, 13.25]"
5559,302.5,1451,43.2,189,0,"(301.957, 302.643]","(1409.857, 1471.571]","(43.157, 46.114]","(183.125, 239.75]"
9411,298.0,1404,46.6,201,0,"(297.843, 298.529]","(1348.143, 1409.857]","(46.114, 49.071]","(183.125, 239.75]"
8142,299.7,1448,49.8,80,0,"(299.214, 299.9]","(1409.857, 1471.571]","(49.071, 52.029]","(69.875, 126.5]"
8663,297.5,1671,29.4,136,0,"(297.157, 297.843]","(1656.714, 1718.429]","(28.371, 31.329]","(126.5, 183.125]"
6595,301.5,1460,38.6,14,0,"(301.271, 301.957]","(1409.857, 1471.571]","(37.243, 40.2]","(13.25, 69.875]"
623,298.4,1926,23.7,83,0,"(297.843, 298.529]","(1903.571, 1965.286]","(22.457, 25.414]","(69.875, 126.5]"
6870,301.0,1597,39.2,66,0,"(300.586, 301.271]","(1595.0, 1656.714]","(37.243, 40.2]","(13.25, 69.875]"
4813,303.3,1536,40.6,205,0,"(302.643, 303.329]","(1533.286, 1595.0]","(40.2, 43.157]","(183.125, 239.75]"
6552,301.4,1786,26.1,123,0,"(301.271, 301.957]","(1780.143, 1841.857]","(25.414, 28.371]","(69.875, 126.5]"
7529,300.1,1467,35.7,45,0,"(299.9, 300.586]","(1409.857, 1471.571]","(34.286, 37.243]","(13.25, 69.875]"
5795,301.9,1465,39.9,153,0,"(301.271, 301.957]","(1409.857, 1471.571]","(37.243, 40.2]","(126.5, 183.125]"
7436,300.0,1487,41.2,22,0,"(299.9, 300.586]","(1471.571, 1533.286]","(40.2, 43.157]","(13.25, 69.875]"
4217,301.9,1462,38.8,22,0,"(301.271, 301.957]","(1409.857, 1471.571]","(37.243, 40.2]","(13.25, 69.875]"
5940,300.6,1427,52.8,75,0,"(300.586, 301.271]","(1409.857, 1471.571]","(52.029, 54.986]","(69.875, 126.5]"
8500,298.3,1711,30.3,148,0,"(297.843, 298.529]","(1656.714, 1718.429]","(28.371, 31.329]","(126.5, 183.125]"
6428,300.2,1743,24.1,18,0,"(299.9, 300.586]","(1718.429, 1780.143]","(22.457, 25.414]","(13.25, 69.875]"
6826,301.0,1822,21.6,168,0,"(300.586, 301.271]","(1780.143, 1841.857]","(19.5, 22.457]","(126.5, 183.125]"
4130,301.9,1286,62.8,22,1,"(301.271, 301.957]","(1224.714, 1286.429]","(60.9, 63.857]","(13.25, 69.875]"
7801,300.0,1383,49.6,101,0,"(299.9, 300.586]","(1348.143, 1409.857]","(49.071, 52.029]","(69.875, 126.5]"
7753,300.5,1591,42.0,182,0,"(299.9, 300.586]","(1533.286, 1595.0]","(40.2, 43.157]","(126.5, 183.125]"
4721,303.5,1927,21.9,195,0,"(303.329, 304.014]","(1903.571, 1965.286]","(19.5, 22.457]","(183.125, 239.75]"
1650,298.0,1417,51.0,137,0,"(297.843, 298.529]","(1409.857, 1471.571]","(49.071, 52.029]","(126.5, 183.125]"
4140,301.7,1331,61.2,47,1,"(301.271, 301.957]","(1286.429, 1348.143]","(60.9, 63.857]","(13.25, 69.875]"
1617,297.8,1563,34.3,53,0,"(297.157, 297.843]","(1533.286, 1595.0]","(34.286, 37.243]","(13.25, 69.875]"
2029,298.7,1668,35.2,77,0,"(298.529, 299.214]","(1656.714, 1718.429]","(34.286, 37.243]","(69.875, 126.5]"
8517,298.3,1469,54.8,191,0,"(297.843, 298.529]","(1409.857, 1471.571]","(52.029, 54.986]","(183.125, 239.75]"
4575,302.9,1437,49.9,55,0,"(302.643, 303.329]","(1409.857, 1471.571]","(49.071, 52.029]","(13.25, 69.875]"
3992,302.3,1614,34.1,129,0,"(301.957, 302.643]","(1595.0, 1656.714]","(31.329, 34.286]","(126.5, 183.125]"
7376,299.5,1481,43.1,90,0,"(299.214, 299.9]","(1471.571, 1533.286]","(40.2, 43.157]","(69.875, 126.5]"
6149,301.0,1420,47.4,167,0,"(300.586, 301.271]","(1409.857, 1471.571]","(46.114, 49.071]","(126.5, 183.125]"
4908,303.6,1459,48.2,17,0,"(303.329, 304.014]","(1409.857, 1471.571]","(46.114, 49.071]","(13.25, 69.875]"
5026,303.9,1481,40.0,100,0,"(303.329, 304.014]","(1471.571, 1533.286]","(37.243, 40.2]","(69.875, 126.5]"
8260,299.1,1332,48.0,148,0,"(298.529, 299.214]","(1286.429, 1348.143]","(46.114, 49.071]","(126.5, 183.125]"
4731,303.3,1301,45.1,219,1,"(302.643, 303.329]","(1286.429, 1348.143]","(43.157, 46.114]","(183.125, 239.75]"
7548,300.2,1495,43.6,95,0,"(299.9, 300.586]","(1471.571, 1533.286]","(43.157, 46.114]","(69.875, 126.5]"
8134,299.7,1650,32.4,60,0,"(299.214, 299.9]","(1595.0, 1656.714]","(31.329, 34.286]","(13.25, 69.875]"
1606,297.8,1505,39.7,25,0,"(297.157, 297.843]","(1471.571, 1533.286]","(37.243, 40.2]","(13.25, 69.875]"
4773,303.6,1391,50.3,101,0,"(303.329, 304.014]","(1348.143, 1409.857]","(49.071, 52.029]","(69.875, 126.5]"
8109,300.3,1821,26.3,202,0,"(299.9, 300.586]","(1780.143, 1841.857]","(25.414, 28.371]","(183.125, 239.75]"
6951,300.8,1524,43.5,71,0,"(300.586, 301.271]","(1471.571, 1533.286]","(43.157, 46.114]","(69.875, 126.5]"
6004,300.5,1761,26.5,12,0,"(299.9, 300.586]","(1718.429, 1780.143]","(25.414, 28.371]","(-43.375, 13.25]"
7728,300.7,1420,47.0,119,0,"(300.586, 301.271]","(1409.857, 1471.571]","(46.114, 49.071]","(69.875, 126.5]"
3541,301.8,1546,43.4,29,0,"(301.271, 301.957]","(1533.286, 1595.0]","(43.157, 46.114]","(13.25, 69.875]"
388,297.6,1455,48.2,145,0,"(297.157, 297.843]","(1409.857, 1471.571]","(46.114, 49.071]","(126.5, 183.125]"
1794,298.1,1514,43.5,78,0,"(297.843, 298.529]","(1471.571, 1533.286]","(43.157, 46.114]","(69.875, 126.5]"
8731,297.2,1486,46.6,98,0,"(297.157, 297.843]","(1471.571, 1533.286]","(46.114, 49.071]","(69.875, 126.5]"
4919,303.3,1506,40.0,50,0,"(302.643, 303.329]","(1471.571, 1533.286]","(37.243, 40.2]","(13.25, 69.875]"
5537,302.4,1648,30.0,122,0,"(301.957, 302.643]","(1595.0, 1656.714]","(28.371, 31.329]","(69.875, 126.5]"
3872,302.7,1389,46.5,15,0,"(302.643, 303.329]","(1348.143, 1409.857]","(46.114, 49.071]","(13.25, 69.875]"
8868,297.9,1456,46.5,52,0,"(297.843, 298.529]","(1409.857, 1471.571]","(46.114, 49.071]","(13.25, 69.875]"
2254,299.1,1325,46.9,28,0,"(298.529, 299.214]","(1286.429, 1348.143]","(46.114, 49.071]","(13.25, 69.875]"
3412,301.3,1313,55.6,127,0,"(301.271, 301.957]","(1286.429, 1348.143]","(54.986, 57.943]","(126.5, 183.125]"
5459,303.1,1453,49.1,140,0,"(302.643, 303.329]","(1409.857, 1471.571]","(49.071, 52.029]","(126.5, 183.125]"
4955,303.8,1366,45.1,143,0,"(303.329, 304.014]","(1348.143, 1409.857]","(43.157, 46.114]","(126.5, 183.125]"
7396,299.7,1616,35.1,142,0,"(299.214, 299.9]","(1595.0, 1656.714]","(34.286, 37.243]","(126.5, 183.125]"
5414,302.6,1534,34.3,31,0,"(301.957, 302.643]","(1533.286, 1595.0]","(34.286, 37.243]","(13.25, 69.875]"
7399,299.6,1642,35.1,149,0,"(299.214, 299.9]","(1595.0, 1656.714]","(34.286, 37.243]","(126.5, 183.125]"
7414,300.1,1619,33.4,186,0,"(299.9, 300.586]","(1595.0, 1656.714]","(31.329, 34.286]","(183.125, 239.75]"
9100,297.3,1446,53.5,7,0,"(297.157, 297.843]","(1409.857, 1471.571]","(52.029, 54.986]","(-43.375, 13.25]"
4851,303.7,1363,51.8,90,1,"(303.329, 304.014]","(1348.143, 1409.857]","(49.071, 52.029]","(69.875, 126.5]"
2025,298.7,1469,39.9,67,0,"(298.529, 299.214]","(1409.857, 1471.571]","(37.243, 40.2]","(13.25, 69.875]"
2615,299.3,1516,38.7,64,0,"(299.214, 299.9]","(1471.571, 1533.286]","(37.243, 40.2]","(13.25, 69.875]"
7388,299.8,1694,31.3,121,0,"(299.214, 299.9]","(1656.714, 1718.429]","(28.371, 31.329]","(69.875, 126.5]"
2926,300.7,1507,52.4,163,0,"(300.586, 301.271]","(1471.571, 1533.286]","(52.029, 54.986]","(126.5, 183.125]"
1121,296.6,1459,40.2,96,0,"(296.471, 297.157]","(1409.857, 1471.571]","(40.2, 43.157]","(69.875, 126.5]"
2910,300.6,1576,38.8,124,0,"(300.586, 301.271]","(1533.286, 1595.0]","(37.243, 40.2]","(69.875, 126.5]"
8146,299.6,1533,31.8,91,0,"(299.214, 299.9]","(1471.571, 1533.286]","(31.329, 34.286]","(69.875, 126.5]"
7383,299.7,1410,44.5,105,0,"(299.214, 299.9]","(1409.857, 1471.571]","(43.157, 46.114]","(69.875, 126.5]"
3482,301.9,1540,37.6,83,0,"(301.271, 301.957]","(1533.286, 1595.0]","(37.243, 40.2]","(69.875, 126.5]"
795,296.9,1605,37.0,84,0,"(296.471, 297.157]","(1595.0, 1656.714]","(34.286, 37.243]","(69.875, 126.5]"
1575,298.2,2057,18.0,168,0,"(297.843, 298.529]","(2027.0, 2088.714]","(16.543, 19.5]","(126.5, 183.125]"
6176,301.0,1515,37.3,6,0,"(300.586, 301.271]","(1471.571, 1533.286]","(37.243, 40.2]","(-43.375, 13.25]"
6266,300.8,1368,46.8,21,0,"(300.586, 301.271]","(1348.143, 1409.857]","(46.114, 49.071]","(13.25, 69.875]"
2458,299.0,1434,45.9,108,0,"(298.529, 299.214]","(1409.857, 1471.571]","(43.157, 46.114]","(69.875, 126.5]"
3312,301.4,1639,28.9,94,0,"(301.271, 301.957]","(1595.0, 1656.714]","(28.371, 31.329]","(69.875, 126.5]"
1253,297.5,1309,57.3,0,0,"(297.157, 297.843]","(1286.429, 1348.143]","(54.986, 57.943]","(-43.375, 13.25]"
6834,301.1,1378,51.1,190,0,"(300.586, 301.271]","(1348.143, 1409.857]","(49.071, 52.029]","(183.125, 239.75]"
8794,297.4,1497,36.4,56,0,"(297.157, 297.843]","(1471.571, 1533.286]","(34.286, 37.243]","(13.25, 69.875]"
3837,302.4,1450,47.9,154,0,"(301.957, 302.643]","(1409.857, 1471.571]","(46.114, 49.071]","(126.5, 183.125]"
4398,302.3,1563,37.8,31,0,"(301.957, 302.643]","(1533.286, 1595.0]","(37.243, 40.2]","(13.25, 69.875]"
3595,301.6,1517,41.1,167,0,"(301.271, 301.957]","(1471.571, 1533.286]","(40.2, 43.157]","(126.5, 183.125]"
6621,301.7,1861,21.8,84,0,"(301.271, 301.957]","(1841.857, 1903.571]","(19.5, 22.457]","(69.875, 126.5]"
8382,298.9,1719,27.3,58,0,"(298.529, 299.214]","(1718.429, 1780.143]","(25.414, 28.371]","(13.25, 69.875]"
2124,299.2,1430,39.1,117,0,"(298.529, 299.214]","(1409.857, 1471.571]","(37.243, 40.2]","(69.875, 126.5]"
3238,300.9,1724,25.6,119,0,"(300.586, 301.271]","(1718.429, 1780.143]","(25.414, 28.371]","(69.875, 126.5]"
5403,302.7,1858,25.4,2,0,"(302.643, 303.329]","(1841.857, 1903.571]","(22.457, 25.414]","(-43.375, 13.25]"
5998,300.4,1613,36.9,231,0,"(299.9, 300.586]","(1595.0, 1656.714]","(34.286, 37.243]","(183.125, 239.75]"
5938,300.5,1702,33.1,71,0,"(299.9, 300.586]","(1656.714, 1718.429]","(31.329, 34.286]","(69.875, 126.5]"
2045,299.3,1703,31.3,120,0,"(299.214, 299.9]","(1656.714, 1718.429]","(28.371, 31.329]","(69.875, 126.5]"
1578,298.3,1593,37.0,174,0,"(297.843, 298.529]","(1533.286, 1595.0]","(34.286, 37.243]","(126.5, 183.125]"
14,298.6,2035,19.6,40,0,"(298.529, 299.214]","(2027.0, 2088.714]","(19.5, 22.457]","(13.25, 69.875]"
2673,299.8,1480,40.9,2,0,"(299.214, 299.9]","(1471.571, 1533.286]","(40.2, 43.157]","(-43.375, 13.25]"
7016,300.6,1509,43.1,31,0,"(300.586, 301.271]","(1471.571, 1533.286]","(40.2, 43.157]","(13.25, 69.875]"
8720,297.3,1554,36.1,70,0,"(297.157, 297.843]","(1533.286, 1595.0]","(34.286, 37.243]","(69.875, 126.5]"
8849,297.5,1596,30.7,5,0,"(297.157, 297.843]","(1595.0, 1656.714]","(28.371, 31.329]","(-43.375, 13.25]"
4812,303.4,1531,37.9,203,0,"(303.329, 304.014]","(1471.571, 1533.286]","(37.243, 40.2]","(183.125, 239.75]"
1084,297.0,1498,47.1,199,0,"(296.471, 297.157]","(1471.571, 1533.286]","(46.114, 49.071]","(183.125, 239.75]"
4983,303.8,1869,25.8,211,0,"(303.329, 304.014]","(1841.857, 1903.571]","(25.414, 28.371]","(183.125, 239.75]"
7155,300.2,1569,31.2,176,0,"(299.9, 300.586]","(1533.286, 1595.0]","(28.371, 31.329]","(126.5, 183.125]"
2884,300.6,1409,42.4,57,0,"(300.586, 301.271]","(1348.143, 1409.857]","(40.2, 43.157]","(13.25, 69.875]"
333,297.5,1647,31.3,3,0,"(297.157, 297.843]","(1595.0, 1656.714]","(28.371, 31.329]","(-43.375, 13.25]"
7204,299.8,1526,41.7,85,0,"(299.214, 299.9]","(1471.571, 1533.286]","(40.2, 43.157]","(69.875, 126.5]"
4367,302.0,1447,42.8,185,0,"(301.957, 302.643]","(1409.857, 1471.571]","(40.2, 43.157]","(183.125, 239.75]"
3079,300.1,1340,56.0,130,0,"(299.9, 300.586]","(1286.429, 1348.143]","(54.986, 57.943]","(126.5, 183.125]"
7203,299.8,1434,48.0,82,0,"(299.214, 299.9]","(1409.857, 1471.571]","(46.114, 49.071]","(69.875, 126.5]"
9909,298.7,1607,32.7,2,0,"(298.529, 299.214]","(1595.0, 1656.714]","(31.329, 34.286]","(-43.375, 13.25]"
8864,298.0,1574,34.8,40,0,"(297.843, 298.529]","(1533.286, 1595.0]","(34.286, 37.243]","(13.25, 69.875]"
263,298.0,1587,32.3,30,0,"(297.843, 298.529]","(1533.286, 1595.0]","(31.329, 34.286]","(13.25, 69.875]"
4337,301.6,1440,43.4,100,0,"(301.271, 301.957]","(1409.857, 1471.571]","(43.157, 46.114]","(69.875, 126.5]"
8895,297.4,1461,40.1,126,0,"(297.157, 297.843]","(1409.857, 1471.571]","(37.243, 40.2]","(69.875, 126.5]"
8447,298.6,1439,49.9,17,0,"(298.529, 299.214]","(1409.857, 1471.571]","(49.071, 52.029]","(13.25, 69.875]"
5903,300.9,1894,21.9,188,0,"(300.586, 301.271]","(1841.857, 1903.571]","(19.5, 22.457]","(183.125, 239.75]"
