,Teplota vzduchu,Rychlost otáček,Kroutící moment,Opotřebení nástroje,Porucha,T,R,K,O
3231,300.7,1425,45.3,100,0,"(300.317, 300.735]","(1388.391, 1425.957]","(43.8, 45.6]","(96.957, 106.804]"
7932,300.7,1478,41.9,207,0,"(300.317, 300.735]","(1463.522, 1501.087]","(40.2, 42.0]","(205.283, 215.13]"
7457,300.1,1530,36.6,74,0,"(299.9, 300.317]","(1501.087, 1538.652]","(34.8, 36.6]","(67.413, 77.261]"
9783,298.8,1466,44.6,66,0,"(298.648, 299.065]","(1463.522, 1501.087]","(43.8, 45.6]","(57.565, 67.413]"
5183,303.9,1901,22.5,110,0,"(303.657, 304.074]","(1876.739, 1914.304]","(22.2, 24.0]","(106.804, 116.652]"
8076,300.3,1360,48.0,119,0,"(299.9, 300.317]","(1350.826, 1388.391]","(47.4, 49.2]","(116.652, 126.5]"
6501,300.9,1600,36.0,204,0,"(300.735, 301.152]","(1576.217, 1613.783]","(34.8, 36.6]","(195.435, 205.283]"
6790,301.1,2219,16.7,79,0,"(300.735, 301.152]","(2214.826, 2252.391]","(15.0, 16.8]","(77.261, 87.109]"
7772,300.3,1464,41.0,29,0,"(299.9, 300.317]","(1463.522, 1501.087]","(40.2, 42.0]","(28.022, 37.87]"
2737,299.7,1508,41.2,152,0,"(299.483, 299.9]","(1501.087, 1538.652]","(40.2, 42.0]","(146.196, 156.043]"
7841,300.1,1471,47.2,201,0,"(299.9, 300.317]","(1463.522, 1501.087]","(45.6, 47.4]","(195.435, 205.283]"
6261,301.1,1417,47.6,10,0,"(300.735, 301.152]","(1388.391, 1425.957]","(47.4, 49.2]","(8.326, 18.174]"
8205,299.4,1446,47.3,12,0,"(299.065, 299.483]","(1425.957, 1463.522]","(45.6, 47.4]","(8.326, 18.174]"
1247,297.2,1513,42.9,212,0,"(296.978, 297.396]","(1501.087, 1538.652]","(42.0, 43.8]","(205.283, 215.13]"
9335,298.4,1501,50.0,203,0,"(298.23, 298.648]","(1463.522, 1501.087]","(49.2, 51.0]","(195.435, 205.283]"
4194,302.4,1423,46.2,186,0,"(301.987, 302.404]","(1388.391, 1425.957]","(45.6, 47.4]","(185.587, 195.435]"
8000,300.8,1443,53.3,151,0,"(300.735, 301.152]","(1425.957, 1463.522]","(52.8, 54.6]","(146.196, 156.043]"
7377,299.5,1349,52.7,92,0,"(299.483, 299.9]","(1313.261, 1350.826]","(51.0, 52.8]","(87.109, 96.957]"
3434,301.5,1412,44.1,184,0,"(301.152, 301.57]","(1388.391, 1425.957]","(43.8, 45.6]","(175.739, 185.587]"
5381,302.8,1651,27.0,200,0,"(302.404, 302.822]","(1613.783, 1651.348]","(25.8, 27.6]","(195.435, 205.283]"
958,295.8,1399,47.6,84,0,"(295.726, 296.143]","(1388.391, 1425.957]","(47.4, 49.2]","(77.261, 87.109]"
416,297.4,1495,37.8,211,0,"(297.396, 297.813]","(1463.522, 1501.087]","(36.6, 38.4]","(205.283, 215.13]"
5741,302.3,1483,40.5,8,0,"(301.987, 302.404]","(1463.522, 1501.087]","(40.2, 42.0]","(-1.522, 8.326]"
6727,301.5,1785,25.5,120,0,"(301.152, 301.57]","(1764.043, 1801.609]","(24.0, 25.8]","(116.652, 126.5]"
4381,301.9,1446,43.2,225,0,"(301.57, 301.987]","(1425.957, 1463.522]","(42.0, 43.8]","(224.978, 234.826]"
5196,303.9,1517,36.0,142,0,"(303.657, 304.074]","(1501.087, 1538.652]","(34.8, 36.6]","(136.348, 146.196]"
1112,296.5,1350,55.6,69,0,"(296.143, 296.561]","(1313.261, 1350.826]","(54.6, 56.4]","(67.413, 77.261]"
2688,299.9,1322,53.9,33,0,"(299.9, 300.317]","(1313.261, 1350.826]","(52.8, 54.6]","(28.022, 37.87]"
6472,300.4,1571,33.6,126,0,"(300.317, 300.735]","(1538.652, 1576.217]","(33.0, 34.8]","(116.652, 126.5]"
8819,297.4,1349,48.9,120,0,"(297.396, 297.813]","(1313.261, 1350.826]","(47.4, 49.2]","(116.652, 126.5]"
7807,300.0,1451,49.0,115,0,"(299.9, 300.317]","(1425.957, 1463.522]","(47.4, 49.2]","(106.804, 116.652]"
3410,301.2,1451,39.7,123,0,"(301.152, 301.57]","(1425.957, 1463.522]","(38.4, 40.2]","(116.652, 126.5]"
80,298.8,1445,49.9,4,0,"(298.648, 299.065]","(1425.957, 1463.522]","(49.2, 51.0]","(-1.522, 8.326]"
4613,303.1,1403,55.6,150,0,"(302.822, 303.239]","(1388.391, 1425.957]","(54.6, 56.4]","(146.196, 156.043]"
1373,298.8,1366,59.0,94,0,"(298.648, 299.065]","(1350.826, 1388.391]","(58.2, 60.0]","(87.109, 96.957]"
1509,298.0,1429,37.7,220,1,"(297.813, 298.23]","(1425.957, 1463.522]","(36.6, 38.4]","(215.13, 224.978]"
6442,300.7,1348,54.8,50,0,"(300.317, 300.735]","(1313.261, 1350.826]","(54.6, 56.4]","(47.717, 57.565]"
3070,300.0,1631,28.3,110,0,"(299.9, 300.317]","(1613.783, 1651.348]","(27.6, 29.4]","(106.804, 116.652]"
3015,300.5,1589,30.5,198,0,"(300.317, 300.735]","(1576.217, 1613.783]","(29.4, 31.2]","(195.435, 205.283]"
4822,303.5,1565,38.9,12,0,"(303.239, 303.657]","(1538.652, 1576.217]","(38.4, 40.2]","(8.326, 18.174]"
7821,299.9,1802,24.4,151,0,"(299.9, 300.317]","(1801.609, 1839.174]","(24.0, 25.8]","(146.196, 156.043]"
92,298.9,1727,27.1,37,0,"(298.648, 299.065]","(1726.478, 1764.043]","(25.8, 27.6]","(28.022, 37.87]"
9420,298.0,1472,42.0,15,0,"(297.813, 298.23]","(1463.522, 1501.087]","(42.0, 43.8]","(8.326, 18.174]"
6599,301.6,1494,39.5,24,0,"(301.57, 301.987]","(1463.522, 1501.087]","(38.4, 40.2]","(18.174, 28.022]"
4442,302.5,1563,34.8,150,0,"(302.404, 302.822]","(1538.652, 1576.217]","(33.0, 34.8]","(146.196, 156.043]"
7601,300.4,1351,62.0,18,0,"(300.317, 300.735]","(1350.826, 1388.391]","(61.8, 63.6]","(8.326, 18.174]"
3834,302.3,1295,57.1,146,0,"(301.987, 302.404]","(1275.696, 1313.261]","(56.4, 58.2]","(136.348, 146.196]"
9701,298.8,1485,42.4,74,0,"(298.648, 299.065]","(1463.522, 1501.087]","(42.0, 43.8]","(67.413, 77.261]"
4321,301.7,1686,28.9,59,0,"(301.57, 301.987]","(1651.348, 1688.913]","(27.6, 29.4]","(57.565, 67.413]"
3393,301.5,1490,48.1,81,0,"(301.152, 301.57]","(1463.522, 1501.087]","(47.4, 49.2]","(77.261, 87.109]"
4751,303.3,1510,37.3,36,0,"(303.239, 303.657]","(1501.087, 1538.652]","(36.6, 38.4]","(28.022, 37.87]"
7228,299.8,1368,47.4,148,0,"(299.483, 299.9]","(1350.826, 1388.391]","(47.4, 49.2]","(146.196, 156.043]"
9190,298.0,1439,38.5,34,0,"(297.813, 298.23]","(1425.957, 1463.522]","(38.4, 40.2]","(28.022, 37.87]"
2360,299.2,1388,53.2,59,0,"(299.065, 299.483]","(1350.826, 1388.391]","(52.8, 54.6]","(57.565, 67.413]"
1147,297.1,1690,25.6,159,0,"(296.978, 297.396]","(1688.913, 1726.478]","(24.0, 25.8]","(156.043, 165.891]"
5665,302.3,1845,21.9,27,0,"(301.987, 302.404]","(1839.174, 1876.739]","(20.4, 22.2]","(18.174, 28.022]"
8074,300.4,1631,34.9,115,0,"(300.317, 300.735]","(1613.783, 1651.348]","(34.8, 36.6]","(106.804, 116.652]"
4942,303.5,1602,34.2,108,0,"(303.239, 303.657]","(1576.217, 1613.783]","(33.0, 34.8]","(106.804, 116.652]"
3662,302.3,1517,37.6,124,0,"(301.987, 302.404]","(1501.087, 1538.652]","(36.6, 38.4]","(116.652, 126.5]"
1562,298.2,2216,16.8,139,0,"(297.813, 298.23]","(2214.826, 2252.391]","(15.0, 16.8]","(136.348, 146.196]"
4112,301.9,1472,39.7,187,0,"(301.57, 301.987]","(1463.522, 1501.087]","(38.4, 40.2]","(185.587, 195.435]"
9049,297.3,1545,34.3,74,0,"(296.978, 297.396]","(1538.652, 1576.217]","(33.0, 34.8]","(67.413, 77.261]"
9275,298.2,1605,29.4,47,0,"(297.813, 298.23]","(1576.217, 1613.783]","(29.4, 31.2]","(37.87, 47.717]"
8537,298.6,1730,30.2,41,0,"(298.23, 298.648]","(1726.478, 1764.043]","(29.4, 31.2]","(37.87, 47.717]"
794,296.9,1547,32.6,79,0,"(296.561, 296.978]","(1538.652, 1576.217]","(31.2, 33.0]","(77.261, 87.109]"
5853,301.2,1567,35.1,64,0,"(301.152, 301.57]","(1538.652, 1576.217]","(34.8, 36.6]","(57.565, 67.413]"
7618,300.5,1312,51.4,60,0,"(300.317, 300.735]","(1275.696, 1313.261]","(51.0, 52.8]","(57.565, 67.413]"
1593,298.0,1544,34.7,213,0,"(297.813, 298.23]","(1538.652, 1576.217]","(33.0, 34.8]","(205.283, 215.13]"
7417,300.1,1495,41.0,193,0,"(299.9, 300.317]","(1463.522, 1501.087]","(40.2, 42.0]","(185.587, 195.435]"
5266,303.4,1518,38.7,103,0,"(303.239, 303.657]","(1501.087, 1538.652]","(38.4, 40.2]","(96.957, 106.804]"
7146,300.4,1496,31.8,154,0,"(300.317, 300.735]","(1463.522, 1501.087]","(31.2, 33.0]","(146.196, 156.043]"
88,299.0,1419,45.2,27,0,"(298.648, 299.065]","(1388.391, 1425.957]","(43.8, 45.6]","(18.174, 28.022]"
8694,297.2,1766,25.8,7,0,"(296.978, 297.396]","(1764.043, 1801.609]","(24.0, 25.8]","(-1.522, 8.326]"
9731,298.8,1389,49.6,149,0,"(298.648, 299.065]","(1388.391, 1425.957]","(49.2, 51.0]","(146.196, 156.043]"
9445,298.2,1446,45.8,80,0,"(297.813, 298.23]","(1425.957, 1463.522]","(45.6, 47.4]","(77.261, 87.109]"
6753,301.6,1385,50.7,195,0,"(301.57, 301.987]","(1350.826, 1388.391]","(49.2, 51.0]","(185.587, 195.435]"
3501,301.9,1291,63.6,137,0,"(301.57, 301.987]","(1275.696, 1313.261]","(61.8, 63.6]","(136.348, 146.196]"
2233,299.5,2549,13.0,179,1,"(299.483, 299.9]","(2515.348, 2552.913]","(11.4, 13.2]","(175.739, 185.587]"
2802,300.3,1509,46.6,95,0,"(299.9, 300.317]","(1501.087, 1538.652]","(45.6, 47.4]","(87.109, 96.957]"
4423,302.6,1563,39.0,97,0,"(302.404, 302.822]","(1538.652, 1576.217]","(38.4, 40.2]","(96.957, 106.804]"
5662,302.2,1616,34.0,19,0,"(301.987, 302.404]","(1613.783, 1651.348]","(33.0, 34.8]","(18.174, 28.022]"
7169,300.3,1492,52.3,2,0,"(299.9, 300.317]","(1463.522, 1501.087]","(51.0, 52.8]","(-1.522, 8.326]"
8336,298.9,1449,48.8,147,0,"(298.648, 299.065]","(1425.957, 1463.522]","(47.4, 49.2]","(146.196, 156.043]"
2147,299.4,1550,33.7,174,0,"(299.065, 299.483]","(1538.652, 1576.217]","(33.0, 34.8]","(165.891, 175.739]"
7968,300.9,1811,23.2,72,0,"(300.735, 301.152]","(1801.609, 1839.174]","(22.2, 24.0]","(67.413, 77.261]"
6550,301.3,1516,46.0,119,0,"(301.152, 301.57]","(1501.087, 1538.652]","(45.6, 47.4]","(116.652, 126.5]"
7642,300.4,1604,31.7,119,0,"(300.317, 300.735]","(1576.217, 1613.783]","(31.2, 33.0]","(116.652, 126.5]"
6163,300.8,1358,48.1,198,0,"(300.735, 301.152]","(1350.826, 1388.391]","(47.4, 49.2]","(195.435, 205.283]"
1494,298.0,1377,48.5,181,0,"(297.813, 298.23]","(1350.826, 1388.391]","(47.4, 49.2]","(175.739, 185.587]"
7695,300.6,1488,47.7,22,0,"(300.317, 300.735]","(1463.522, 1501.087]","(47.4, 49.2]","(18.174, 28.022]"
7093,300.7,1369,50.7,12,0,"(300.317, 300.735]","(1350.826, 1388.391]","(49.2, 51.0]","(8.326, 18.174]"
1408,298.9,1452,48.9,185,0,"(298.648, 299.065]","(1425.957, 1463.522]","(47.4, 49.2]","(175.739, 185.587]"
6690,301.7,1343,49.2,25,0,"(301.57, 301.987]","(1313.261, 1350.826]","(49.2, 51.0]","(18.174, 28.022]"
3400,301.4,1536,44.4,96,0,"(301.152, 301.57]","(1501.087, 1538.652]","(43.8, 45.6]","(87.109, 96.957]"
108,298.9,1621,32.7,75,0,"(298.648, 299.065]","(1613.783, 1651.348]","(31.2, 33.0]","(67.413, 77.261]"
5635,302.6,1502,47.3,171,0,"(302.404, 302.822]","(1501.087, 1538.652]","(45.6, 47.4]","(165.891, 175.739]"
8481,298.3,1595,29.0,103,0,"(298.23, 298.648]","(1576.217, 1613.783]","(27.6, 29.4]","(96.957, 106.804]"
6603,301.5,1403,47.4,34,0,"(301.152, 301.57]","(1388.391, 1425.957]","(47.4, 49.2]","(28.022, 37.87]"
1090,296.9,1464,41.4,6,0,"(296.561, 296.978]","(1463.522, 1501.087]","(40.2, 42.0]","(-1.522, 8.326]"
5559,302.5,1451,43.2,189,0,"(302.404, 302.822]","(1425.957, 1463.522]","(42.0, 43.8]","(185.587, 195.435]"
9411,298.0,1404,46.6,201,0,"(297.813, 298.23]","(1388.391, 1425.957]","(45.6, 47.4]","(195.435, 205.283]"
8142,299.7,1448,49.8,80,0,"(299.483, 299.9]","(1425.957, 1463.522]","(49.2, 51.0]","(77.261, 87.109]"
8663,297.5,1671,29.4,136,0,"(297.396, 297.813]","(1651.348, 1688.913]","(29.4, 31.2]","(126.5, 136.348]"
6595,301.5,1460,38.6,14,0,"(301.152, 301.57]","(1425.957, 1463.522]","(38.4, 40.2]","(8.326, 18.174]"
623,298.4,1926,23.7,83,0,"(298.23, 298.648]","(1914.304, 1951.87]","(22.2, 24.0]","(77.261, 87.109]"
6870,301.0,1597,39.2,66,0,"(300.735, 301.152]","(1576.217, 1613.783]","(38.4, 40.2]","(57.565, 67.413]"
4813,303.3,1536,40.6,205,0,"(303.239, 303.657]","(1501.087, 1538.652]","(40.2, 42.0]","(195.435, 205.283]"
6552,301.4,1786,26.1,123,0,"(301.152, 301.57]","(1764.043, 1801.609]","(25.8, 27.6]","(116.652, 126.5]"
7529,300.1,1467,35.7,45,0,"(299.9, 300.317]","(1463.522, 1501.087]","(34.8, 36.6]","(37.87, 47.717]"
5795,301.9,1465,39.9,153,0,"(301.57, 301.987]","(1463.522, 1501.087]","(38.4, 40.2]","(146.196, 156.043]"
7436,300.0,1487,41.2,22,0,"(299.9, 300.317]","(1463.522, 1501.087]","(40.2, 42.0]","(18.174, 28.022]"
4217,301.9,1462,38.8,22,0,"(301.57, 301.987]","(1425.957, 1463.522]","(38.4, 40.2]","(18.174, 28.022]"
5940,300.6,1427,52.8,75,0,"(300.317, 300.735]","(1425.957, 1463.522]","(52.8, 54.6]","(67.413, 77.261]"
8500,298.3,1711,30.3,148,0,"(298.23, 298.648]","(1688.913, 1726.478]","(29.4, 31.2]","(146.196, 156.043]"
6428,300.2,1743,24.1,18,0,"(299.9, 300.317]","(1726.478, 1764.043]","(24.0, 25.8]","(8.326, 18.174]"
6826,301.0,1822,21.6,168,0,"(300.735, 301.152]","(1801.609, 1839.174]","(20.4, 22.2]","(165.891, 175.739]"
4130,301.9,1286,62.8,22,1,"(301.57, 301.987]","(1275.696, 1313.261]","(61.8, 63.6]","(18.174, 28.022]"
7801,300.0,1383,49.6,101,0,"(299.9, 300.317]","(1350.826, 1388.391]","(49.2, 51.0]","(96.957, 106.804]"
7753,300.5,1591,42.0,182,0,"(300.317, 300.735]","(1576.217, 1613.783]","(42.0, 43.8]","(175.739, 185.587]"
4721,303.5,1927,21.9,195,0,"(303.239, 303.657]","(1914.304, 1951.87]","(20.4, 22.2]","(185.587, 195.435]"
1650,298.0,1417,51.0,137,0,"(297.813, 298.23]","(1388.391, 1425.957]","(51.0, 52.8]","(136.348, 146.196]"
4140,301.7,1331,61.2,47,1,"(301.57, 301.987]","(1313.261, 1350.826]","(60.0, 61.8]","(37.87, 47.717]"
1617,297.8,1563,34.3,53,0,"(297.396, 297.813]","(1538.652, 1576.217]","(33.0, 34.8]","(47.717, 57.565]"
2029,298.7,1668,35.2,77,0,"(298.648, 299.065]","(1651.348, 1688.913]","(34.8, 36.6]","(67.413, 77.261]"
8517,298.3,1469,54.8,191,0,"(298.23, 298.648]","(1463.522, 1501.087]","(54.6, 56.4]","(185.587, 195.435]"
4575,302.9,1437,49.9,55,0,"(302.822, 303.239]","(1425.957, 1463.522]","(49.2, 51.0]","(47.717, 57.565]"
3992,302.3,1614,34.1,129,0,"(301.987, 302.404]","(1613.783, 1651.348]","(33.0, 34.8]","(126.5, 136.348]"
7376,299.5,1481,43.1,90,0,"(299.483, 299.9]","(1463.522, 1501.087]","(42.0, 43.8]","(87.109, 96.957]"
6149,301.0,1420,47.4,167,0,"(300.735, 301.152]","(1388.391, 1425.957]","(47.4, 49.2]","(165.891, 175.739]"
4908,303.6,1459,48.2,17,0,"(303.239, 303.657]","(1425.957, 1463.522]","(47.4, 49.2]","(8.326, 18.174]"
5026,303.9,1481,40.0,100,0,"(303.657, 304.074]","(1463.522, 1501.087]","(38.4, 40.2]","(96.957, 106.804]"
8260,299.1,1332,48.0,148,0,"(299.065, 299.483]","(1313.261, 1350.826]","(47.4, 49.2]","(146.196, 156.043]"
4731,303.3,1301,45.1,219,1,"(303.239, 303.657]","(1275.696, 1313.261]","(43.8, 45.6]","(215.13, 224.978]"
7548,300.2,1495,43.6,95,0,"(299.9, 300.317]","(1463.522, 1501.087]","(42.0, 43.8]","(87.109, 96.957]"
8134,299.7,1650,32.4,60,0,"(299.483, 299.9]","(1613.783, 1651.348]","(31.2, 33.0]","(57.565, 67.413]"
1606,297.8,1505,39.7,25,0,"(297.396, 297.813]","(1501.087, 1538.652]","(38.4, 40.2]","(18.174, 28.022]"
4773,303.6,1391,50.3,101,0,"(303.239, 303.657]","(1388.391, 1425.957]","(49.2, 51.0]","(96.957, 106.804]"
8109,300.3,1821,26.3,202,0,"(299.9, 300.317]","(1801.609, 1839.174]","(25.8, 27.6]","(195.435, 205.283]"
6951,300.8,1524,43.5,71,0,"(300.735, 301.152]","(1501.087, 1538.652]","(42.0, 43.8]","(67.413, 77.261]"
6004,300.5,1761,26.5,12,0,"(300.317, 300.735]","(1726.478, 1764.043]","(25.8, 27.6]","(8.326, 18.174]"
7728,300.7,1420,47.0,119,0,"(300.317, 300.735]","(1388.391, 1425.957]","(45.6, 47.4]","(116.652, 126.5]"
3541,301.8,1546,43.4,29,0,"(301.57, 301.987]","(1538.652, 1576.217]","(42.0, 43.8]","(28.022, 37.87]"
388,297.6,1455,48.2,145,0,"(297.396, 297.813]","(1425.957, 1463.522]","(47.4, 49.2]","(136.348, 146.196]"
1794,298.1,1514,43.5,78,0,"(297.813, 298.23]","(1501.087, 1538.652]","(42.0, 43.8]","(77.261, 87.109]"
8731,297.2,1486,46.6,98,0,"(296.978, 297.396]","(1463.522, 1501.087]","(45.6, 47.4]","(96.957, 106.804]"
4919,303.3,1506,40.0,50,0,"(303.239, 303.657]","(1501.087, 1538.652]","(38.4, 40.2]","(47.717, 57.565]"
5537,302.4,1648,30.0,122,0,"(301.987, 302.404]","(1613.783, 1651.348]","(29.4, 31.2]","(116.652, 126.5]"
3872,302.7,1389,46.5,15,0,"(302.404, 302.822]","(1388.391, 1425.957]","(45.6, 47.4]","(8.326, 18.174]"
8868,297.9,1456,46.5,52,0,"(297.813, 298.23]","(1425.957, 1463.522]","(45.6, 47.4]","(47.717, 57.565]"
2254,299.1,1325,46.9,28,0,"(299.065, 299.483]","(1313.261, 1350.826]","(45.6, 47.4]","(18.174, 28.022]"
3412,301.3,1313,55.6,127,0,"(301.152, 301.57]","(1275.696, 1313.261]","(54.6, 56.4]","(126.5, 136.348]"
5459,303.1,1453,49.1,140,0,"(302.822, 303.239]","(1425.957, 1463.522]","(47.4, 49.2]","(136.348, 146.196]"
4955,303.8,1366,45.1,143,0,"(303.657, 304.074]","(1350.826, 1388.391]","(43.8, 45.6]","(136.348, 146.196]"
7396,299.7,1616,35.1,142,0,"(299.483, 299.9]","(1613.783, 1651.348]","(34.8, 36.6]","(136.348, 146.196]"
5414,302.6,1534,34.3,31,0,"(302.404, 302.822]","(1501.087, 1538.652]","(33.0, 34.8]","(28.022, 37.87]"
7399,299.6,1642,35.1,149,0,"(299.483, 299.9]","(1613.783, 1651.348]","(34.8, 36.6]","(146.196, 156.043]"
7414,300.1,1619,33.4,186,0,"(299.9, 300.317]","(1613.783, 1651.348]","(33.0, 34.8]","(185.587, 195.435]"
9100,297.3,1446,53.5,7,0,"(296.978, 297.396]","(1425.957, 1463.522]","(52.8, 54.6]","(-1.522, 8.326]"
4851,303.7,1363,51.8,90,1,"(303.657, 304.074]","(1350.826, 1388.391]","(51.0, 52.8]","(87.109, 96.957]"
2025,298.7,1469,39.9,67,0,"(298.648, 299.065]","(1463.522, 1501.087]","(38.4, 40.2]","(57.565, 67.413]"
2615,299.3,1516,38.7,64,0,"(299.065, 299.483]","(1501.087, 1538.652]","(38.4, 40.2]","(57.565, 67.413]"
7388,299.8,1694,31.3,121,0,"(299.483, 299.9]","(1688.913, 1726.478]","(31.2, 33.0]","(116.652, 126.5]"
2926,300.7,1507,52.4,163,0,"(300.317, 300.735]","(1501.087, 1538.652]","(51.0, 52.8]","(156.043, 165.891]"
1121,296.6,1459,40.2,96,0,"(296.561, 296.978]","(1425.957, 1463.522]","(40.2, 42.0]","(87.109, 96.957]"
2910,300.6,1576,38.8,124,0,"(300.317, 300.735]","(1538.652, 1576.217]","(38.4, 40.2]","(116.652, 126.5]"
8146,299.6,1533,31.8,91,0,"(299.483, 299.9]","(1501.087, 1538.652]","(31.2, 33.0]","(87.109, 96.957]"
7383,299.7,1410,44.5,105,0,"(299.483, 299.9]","(1388.391, 1425.957]","(43.8, 45.6]","(96.957, 106.804]"
3482,301.9,1540,37.6,83,0,"(301.57, 301.987]","(1538.652, 1576.217]","(36.6, 38.4]","(77.261, 87.109]"
795,296.9,1605,37.0,84,0,"(296.561, 296.978]","(1576.217, 1613.783]","(36.6, 38.4]","(77.261, 87.109]"
1575,298.2,2057,18.0,168,0,"(297.813, 298.23]","(2027.0, 2064.565]","(16.8, 18.6]","(165.891, 175.739]"
6176,301.0,1515,37.3,6,0,"(300.735, 301.152]","(1501.087, 1538.652]","(36.6, 38.4]","(-1.522, 8.326]"
6266,300.8,1368,46.8,21,0,"(300.735, 301.152]","(1350.826, 1388.391]","(45.6, 47.4]","(18.174, 28.022]"
2458,299.0,1434,45.9,108,0,"(298.648, 299.065]","(1425.957, 1463.522]","(45.6, 47.4]","(106.804, 116.652]"
3312,301.4,1639,28.9,94,0,"(301.152, 301.57]","(1613.783, 1651.348]","(27.6, 29.4]","(87.109, 96.957]"
1253,297.5,1309,57.3,0,0,"(297.396, 297.813]","(1275.696, 1313.261]","(56.4, 58.2]","(-1.522, 8.326]"
6834,301.1,1378,51.1,190,0,"(300.735, 301.152]","(1350.826, 1388.391]","(51.0, 52.8]","(185.587, 195.435]"
8794,297.4,1497,36.4,56,0,"(297.396, 297.813]","(1463.522, 1501.087]","(34.8, 36.6]","(47.717, 57.565]"
3837,302.4,1450,47.9,154,0,"(301.987, 302.404]","(1425.957, 1463.522]","(47.4, 49.2]","(146.196, 156.043]"
4398,302.3,1563,37.8,31,0,"(301.987, 302.404]","(1538.652, 1576.217]","(36.6, 38.4]","(28.022, 37.87]"
3595,301.6,1517,41.1,167,0,"(301.57, 301.987]","(1501.087, 1538.652]","(40.2, 42.0]","(165.891, 175.739]"
6621,301.7,1861,21.8,84,0,"(301.57, 301.987]","(1839.174, 1876.739]","(20.4, 22.2]","(77.261, 87.109]"
8382,298.9,1719,27.3,58,0,"(298.648, 299.065]","(1688.913, 1726.478]","(25.8, 27.6]","(57.565, 67.413]"
2124,299.2,1430,39.1,117,0,"(299.065, 299.483]","(1425.957, 1463.522]","(38.4, 40.2]","(116.652, 126.5]"
3238,300.9,1724,25.6,119,0,"(300.735, 301.152]","(1688.913, 1726.478]","(24.0, 25.8]","(116.652, 126.5]"
5403,302.7,1858,25.4,2,0,"(302.404, 302.822]","(1839.174, 1876.739]","(24.0, 25.8]","(-1.522, 8.326]"
5998,300.4,1613,36.9,231,0,"(300.317, 300.735]","(1576.217, 1613.783]","(36.6, 38.4]","(224.978, 234.826]"
5938,300.5,1702,33.1,71,0,"(300.317, 300.735]","(1688.913, 1726.478]","(33.0, 34.8]","(67.413, 77.261]"
2045,299.3,1703,31.3,120,0,"(299.065, 299.483]","(1688.913, 1726.478]","(31.2, 33.0]","(116.652, 126.5]"
1578,298.3,1593,37.0,174,0,"(298.23, 298.648]","(1576.217, 1613.783]","(36.6, 38.4]","(165.891, 175.739]"
14,298.6,2035,19.6,40,0,"(298.23, 298.648]","(2027.0, 2064.565]","(18.6, 20.4]","(37.87, 47.717]"
2673,299.8,1480,40.9,2,0,"(299.483, 299.9]","(1463.522, 1501.087]","(40.2, 42.0]","(-1.522, 8.326]"
7016,300.6,1509,43.1,31,0,"(300.317, 300.735]","(1501.087, 1538.652]","(42.0, 43.8]","(28.022, 37.87]"
8720,297.3,1554,36.1,70,0,"(296.978, 297.396]","(1538.652, 1576.217]","(34.8, 36.6]","(67.413, 77.261]"
8849,297.5,1596,30.7,5,0,"(297.396, 297.813]","(1576.217, 1613.783]","(29.4, 31.2]","(-1.522, 8.326]"
4812,303.4,1531,37.9,203,0,"(303.239, 303.657]","(1501.087, 1538.652]","(36.6, 38.4]","(195.435, 205.283]"
1084,297.0,1498,47.1,199,0,"(296.978, 297.396]","(1463.522, 1501.087]","(45.6, 47.4]","(195.435, 205.283]"
4983,303.8,1869,25.8,211,0,"(303.657, 304.074]","(1839.174, 1876.739]","(24.0, 25.8]","(205.283, 215.13]"
7155,300.2,1569,31.2,176,0,"(299.9, 300.317]","(1538.652, 1576.217]","(31.2, 33.0]","(175.739, 185.587]"
2884,300.6,1409,42.4,57,0,"(300.317, 300.735]","(1388.391, 1425.957]","(42.0, 43.8]","(47.717, 57.565]"
333,297.5,1647,31.3,3,0,"(297.396, 297.813]","(1613.783, 1651.348]","(31.2, 33.0]","(-1.522, 8.326]"
7204,299.8,1526,41.7,85,0,"(299.483, 299.9]","(1501.087, 1538.652]","(40.2, 42.0]","(77.261, 87.109]"
4367,302.0,1447,42.8,185,0,"(301.987, 302.404]","(1425.957, 1463.522]","(42.0, 43.8]","(175.739, 185.587]"
3079,300.1,1340,56.0,130,0,"(299.9, 300.317]","(1313.261, 1350.826]","(54.6, 56.4]","(126.5, 136.348]"
7203,299.8,1434,48.0,82,0,"(299.483, 299.9]","(1425.957, 1463.522]","(47.4, 49.2]","(77.261, 87.109]"
9909,298.7,1607,32.7,2,0,"(298.648, 299.065]","(1576.217, 1613.783]","(31.2, 33.0]","(-1.522, 8.326]"
8864,298.0,1574,34.8,40,0,"(297.813, 298.23]","(1538.652, 1576.217]","(33.0, 34.8]","(37.87, 47.717]"
263,298.0,1587,32.3,30,0,"(297.813, 298.23]","(1576.217, 1613.783]","(31.2, 33.0]","(28.022, 37.87]"
4337,301.6,1440,43.4,100,0,"(301.57, 301.987]","(1425.957, 1463.522]","(42.0, 43.8]","(96.957, 106.804]"
8895,297.4,1461,40.1,126,0,"(297.396, 297.813]","(1425.957, 1463.522]","(38.4, 40.2]","(116.652, 126.5]"
8447,298.6,1439,49.9,17,0,"(298.23, 298.648]","(1425.957, 1463.522]","(49.2, 51.0]","(8.326, 18.174]"
5903,300.9,1894,21.9,188,0,"(300.735, 301.152]","(1876.739, 1914.304]","(20.4, 22.2]","(185.587, 195.435]"
