,Teplota vzduchu,Rychlost otáček,Kroutící moment,Opotřebení nástroje,Porucha
7926,297.5,1352,53.0,171,0
1193,296.9,1452,45.7,122,0
6933,298.2,1476,36.8,134,0
7624,300.5,1646,29.5,106,0
3071,300.3,1470,33.5,148,0
3044,301.3,1381,47.9,33,0
3263,299.8,1624,34.2,96,0
2729,302.7,1346,61.2,170,0
3433,304.4,1585,38.9,9,0
433,302.0,1456,47.2,54,0
3272,297.6,1595,36.9,25,0
8246,297.2,1501,38.5,86,0
9092,302.0,1625,30.7,189,0
104,301.3,1509,42.5,213,0
3315,300.9,1375,56.1,182,0
1656,299.0,1583,32.5,25,0
1533,296.9,1400,57.1,202,1
6912,299.7,1618,30.3,125,0
8812,300.7,1413,52.0,91,0
6874,300.6,1495,42.3,132,0
9470,297.1,1527,42.2,199,0
1443,297.5,1697,28.1,107,0
214,303.9,1901,22.5,110,0
6939,298.0,1524,36.3,98,0
9217,300.5,1476,39.1,199,0
6321,297.8,1456,41.2,0,0
5277,299.8,1369,46.2,146,0
1419,300.8,1415,44.5,87,0
5072,304.2,1396,50.5,11,0
8475,301.2,1428,36.6,99,0
181,299.8,1578,42.1,191,0
4352,298.2,1607,31.9,39,0
8699,299.0,1303,68.6,111,1
2446,298.4,1716,28.4,66,0
9377,301.1,1429,42.5,123,0
8790,299.1,1519,45.3,92,0
7920,298.5,1418,45.1,148,0
3532,301.5,1512,39.0,143,0
8243,297.3,1548,37.4,171,0
7975,299.3,1470,41.1,118,0
3698,297.0,1492,48.1,137,0
70,303.4,1399,48.4,34,0
544,300.7,1670,27.3,81,0
1204,303.7,1426,45.5,192,0
3078,297.9,1532,37.6,47,0
9105,299.2,1588,41.5,150,0
9119,300.7,1650,29.4,102,0
9679,303.1,1353,51.8,97,0
6179,297.5,1404,43.5,195,0
8328,298.6,1316,51.4,52,0
4284,298.1,1434,41.8,93,0
4007,303.5,1284,70.6,94,1
8712,300.7,1418,49.0,69,0
877,300.1,1489,39.1,188,0
8059,300.4,1355,56.2,122,0
196,297.6,1885,25.2,24,0
9745,299.8,1546,35.6,93,0
4010,301.2,1379,43.2,56,0
9961,297.5,1320,54.7,179,0
2571,304.2,1464,44.9,37,0
3753,298.0,1424,46.5,185,0
7304,301.5,1323,49.7,79,0
8627,303.0,1648,32.1,104,0
9367,303.7,1621,38.8,182,0
6196,300.2,1528,35.1,44,0
6625,300.0,1749,28.3,83,0
5336,302.5,1967,20.3,50,0
3024,300.6,1397,53.7,80,0
2718,298.3,1439,43.8,111,0
8654,301.0,1430,48.5,122,0
6915,298.8,1306,54.5,50,0
3984,302.7,1461,46.1,10,0
8850,299.0,1699,32.9,87,0
5952,302.0,1509,39.9,25,0
3844,300.8,1397,48.7,111,0
2682,299.8,1456,39.4,209,0
4024,302.6,1325,62.4,92,1
6537,299.2,1711,28.9,197,0
3139,298.8,1477,46.7,59,0
4237,302.3,1421,41.4,102,0
218,300.3,1464,41.0,29,0
9336,302.5,1624,34.4,146,0
5140,300.4,1342,52.5,68,0
5267,302.5,1584,35.5,158,0
2543,301.0,1809,25.7,192,0
2870,302.4,1346,62.4,106,1
1244,300.5,1506,36.2,10,0
420,300.9,1894,21.9,188,0
6226,302.8,1452,50.3,60,0
2058,299.5,1965,20.4,164,0
8492,298.8,1450,44.8,63,0
6433,300.0,1591,32.0,79,0
3422,298.3,1383,52.1,26,0
4510,298.3,1242,62.0,98,0
1166,299.6,1539,36.1,76,0
254,302.5,1563,34.8,150,0
415,298.0,1574,34.8,40,0
9174,301.7,1486,43.0,66,0
3469,301.3,1696,32.4,202,0
3050,302.1,1389,49.6,169,0
759,297.3,1472,41.3,67,0
1385,300.6,2156,18.0,16,0
654,298.9,1616,36.5,110,0
1201,296.9,1423,43.9,149,0
2413,300.9,1387,42.7,121,0
5058,300.7,1263,52.3,104,0
5992,303.5,1522,36.4,107,0
9458,297.2,1776,28.0,43,0
3055,298.8,1495,35.2,214,0
2830,295.6,1584,33.6,81,0
2970,302.3,1640,31.5,199,0
328,300.5,1591,42.0,182,0
4270,296.9,1416,46.9,105,0
5993,302.2,1456,47.5,167,0
4392,300.8,1488,40.1,87,0
2063,302.9,1683,32.1,85,0
6569,300.4,1435,43.6,203,0
9897,299.8,1678,29.8,202,0
9040,302.5,1549,40.9,170,0
5168,304.4,1507,43.1,13,0
4429,303.7,1437,51.3,42,0
1281,295.6,1462,49.2,158,0
3381,298.8,1575,34.4,149,0
2636,297.2,1462,51.2,102,0
3328,299.8,1420,46.7,136,0
6435,300.6,1447,45.9,17,0
7516,303.4,1879,21.3,78,0
4868,298.9,1484,40.4,61,0
3795,301.1,1397,54.9,81,0
2663,299.8,1470,42.7,119,0
8281,302.5,1716,29.9,156,0
1282,300.9,1476,39.0,10,0
4148,303.5,1438,42.8,106,0
1362,297.4,1486,48.6,75,0
1437,300.7,1721,32.3,170,0
9627,303.9,1665,29.6,0,0
3441,297.7,1662,28.1,19,0
56,300.3,1665,31.4,32,0
8757,299.1,1736,26.9,74,0
8478,299.3,1498,39.5,47,0
5364,301.9,1417,52.5,171,0
1844,299.5,1589,33.5,5,0
7223,298.2,1470,43.3,61,0
8572,299.0,1645,33.4,22,0
6373,301.9,1610,33.4,87,0
2880,296.9,1658,41.0,74,0
1743,299.0,1635,34.5,168,0
8397,298.6,1672,27.5,54,0
4169,301.4,1630,30.3,2,0
5196,298.9,1387,57.3,154,0
8992,300.5,1654,28.6,161,0
740,300.2,1550,38.7,45,0
7152,298.9,1583,32.6,230,0
1624,301.8,1365,48.2,199,0
524,302.0,1546,34.4,7,0
6587,300.5,1708,31.2,57,0
4419,298.2,1413,55.0,145,0
5425,301.3,1416,45.2,88,0
6688,297.6,1467,36.7,68,0
7278,297.8,1579,32.9,70,0
435,302.9,1751,23.8,196,0
2960,297.4,1606,33.4,176,0
308,296.9,1464,41.4,6,0
1565,295.9,1678,26.7,53,0
2631,301.5,1700,28.8,39,0
9662,301.5,1413,44.6,166,0
4924,303.4,1446,50.0,163,0
401,300.6,1509,43.1,31,0
3826,297.6,1410,47.0,191,0
881,300.9,1472,40.0,93,0
3997,297.5,1484,44.7,40,0
8312,300.6,1502,42.4,133,0
3265,299.3,1393,54.2,80,0
8405,300.8,1453,43.9,84,0
4819,303.4,1991,19.0,53,0
5735,302.4,1426,46.6,102,0
7226,297.9,1558,39.2,59,0
288,300.3,1509,46.6,95,0
8708,301.7,1492,42.2,85,0
8323,299.9,1467,41.2,20,0
2623,300.8,1946,20.5,111,0
5940,301.3,1819,25.5,46,0
476,301.5,1580,32.3,11,0
9368,298.0,1489,40.4,11,0
9150,302.2,1522,35.9,61,0
6521,298.5,1301,66.3,42,1
3111,298.2,1304,49.8,45,0
8923,299.7,1478,41.0,87,0
737,299.9,1451,39.4,18,0
3133,297.9,1504,43.0,4,0
8046,302.2,1601,33.0,166,0
6550,298.2,1230,59.6,162,0
5406,300.7,1490,43.1,159,0
5739,302.5,1548,38.4,188,0
4885,301.1,1622,35.6,34,0
6717,298.8,1911,21.6,126,0
5117,298.2,1666,34.6,74,0
4618,300.3,1646,28.9,198,0
3689,300.8,1928,21.8,209,0
9960,302.8,1473,42.6,232,0
1839,297.3,1452,38.2,44,0
1995,300.4,1423,44.2,189,0
2399,297.7,1469,48.8,183,0
8596,301.4,1368,63.7,92,1
6781,299.4,1534,37.5,39,0
4119,297.7,1288,49.5,91,0
5893,298.7,1433,54.6,66,0
800,301.5,1396,44.5,117,0
8422,300.0,1932,21.8,135,0
5676,301.5,1660,33.8,115,0
1405,297.4,1434,44.4,193,0
5563,300.0,1517,42.2,186,0
69,300.5,1578,30.5,34,0
6130,304.1,1459,50.3,39,0
2759,302.7,1423,51.9,60,0
8293,298.8,1511,36.1,157,0
1586,299.3,1520,41.4,67,0
9571,300.4,1766,28.2,207,0
5581,297.5,1436,44.8,2,0
1074,302.4,1446,42.9,5,0
3063,297.9,1610,34.6,219,0
5861,301.5,1474,38.7,58,0
4704,297.0,1867,22.8,118,0
9068,300.6,1472,47.6,75,0
2603,300.0,1368,45.8,81,0
6123,299.9,1658,34.8,16,0
1579,302.6,1439,52.3,35,0
5438,301.2,1558,34.1,204,0
5824,301.2,1709,27.0,151,0
3548,304.0,1564,50.9,119,0
409,297.5,1647,31.3,3,0
4097,300.1,1443,50.3,196,0
6460,300.9,1465,42.9,209,0
9711,301.0,1499,41.5,140,0
6948,299.6,1393,49.9,78,0
3777,299.2,1529,43.0,50,0
2726,297.5,1513,39.7,32,0
477,297.2,1335,53.0,39,0
1329,297.6,2071,18.5,144,0
4035,299.2,1387,51.1,98,0
9641,301.8,1482,41.4,63,0
1777,296.8,1506,45.9,182,0
6095,301.4,1436,49.7,108,0
751,298.8,1707,27.6,56,0
8524,299.6,1559,39.1,110,0
4060,299.3,1371,50.5,136,0
7146,303.3,1497,46.0,234,1
6029,299.0,1469,40.1,13,0
7797,299.7,1551,35.4,82,0
9389,300.9,1359,46.0,151,0
6315,300.2,1500,40.8,17,0
5190,301.0,1447,36.8,31,0
8640,297.9,1613,31.4,57,0
468,301.8,1691,33.4,62,0
1545,302.4,1520,36.6,97,0
6310,298.9,1532,37.7,166,0
2683,301.7,1377,43.1,183,0
7185,300.7,1500,44.1,122,0
6180,301.9,1353,43.8,130,0
1025,297.4,1376,39.0,181,0
5111,301.0,1236,64.4,177,1
8561,296.6,1671,28.8,108,0
5687,296.2,1542,40.6,28,0
2354,298.3,1465,49.4,109,0
8545,301.5,1565,43.9,142,0
3602,298.6,1537,35.7,198,0
773,297.0,1455,43.5,122,0
6772,302.8,1441,52.1,79,0
9534,302.4,1505,37.9,79,0
3382,299.3,1548,41.6,25,0
641,304.4,1607,33.5,5,0
4233,300.4,1436,56.8,173,0
3815,299.3,1542,37.5,203,1
4104,300.6,1530,40.2,93,0
8528,302.3,1526,37.7,171,0
1108,300.0,1675,29.7,64,0
3527,304.2,1608,31.1,20,0
3495,295.9,1414,50.2,51,0
1420,298.4,1743,27.3,134,0
5128,303.1,1489,44.5,27,0
3881,300.8,1492,46.3,187,0
4908,303.7,1443,45.9,74,0
5466,296.7,1516,37.4,146,0
5703,300.0,1374,41.9,96,0
5905,298.4,1612,32.6,10,0
7811,302.1,1634,30.6,50,0
1680,297.3,1549,36.1,218,0
6714,298.9,1600,33.5,175,0
633,299.8,1612,35.4,205,0
2569,303.3,1457,40.7,48,0
6533,303.8,1525,38.0,209,0
2166,297.9,2194,16.8,27,0
8168,299.1,1580,36.0,195,0
6765,298.6,1314,49.7,136,0
2825,301.0,1492,44.6,15,0
4087,300.1,2151,17.5,173,0
6242,300.9,1423,40.2,63,0
7518,300.3,1607,33.5,109,0
3941,300.2,1331,52.1,30,0
9178,302.2,1434,58.6,102,0
5900,298.5,1569,41.0,153,0
9194,300.8,1753,29.0,8,0
4128,301.3,1469,39.7,179,0
1172,298.9,2099,20.0,98,0
8667,304.3,1540,39.0,14,0
4222,298.2,1442,47.0,18,0
4833,301.1,1618,29.5,160,0
2576,298.2,1489,40.6,89,0
1989,297.5,1675,29.8,72,0
6972,298.0,1622,33.3,121,0
6454,299.0,1298,57.2,10,0
4532,296.3,1648,34.0,60,0
3209,303.6,1710,31.4,180,0
3855,301.4,1617,34.3,101,0
2628,300.1,1480,37.1,77,0
7802,301.9,1573,36.6,15,0
1410,298.8,1602,39.1,211,0
8217,304.1,1427,46.9,123,0
4947,298.0,1593,32.2,118,0
4303,299.6,1713,26.5,167,0
6749,302.1,1446,39.7,95,0
6554,303.4,1414,44.8,71,0
815,297.5,1546,40.4,129,0
2404,302.8,1671,30.5,201,0
5396,301.1,1282,67.9,10,1
9955,300.6,1470,37.7,98,0
2131,299.0,1886,21.2,13,0
1797,300.6,1581,35.7,117,0
3090,302.4,1578,32.3,196,0
4184,302.6,1873,21.3,87,0
8488,303.6,1480,50.7,2,0
9416,298.7,1430,49.6,135,0
8047,302.2,1725,34.0,170,0
122,300.9,1480,40.9,28,0
179,300.8,1458,43.4,0,0
9249,299.2,1544,41.6,146,0
6062,301.5,1451,40.6,0,0
6428,302.4,1562,37.9,10,0
9103,299.9,1480,44.9,108,0
7434,301.2,1426,46.1,67,0
1157,298.1,1323,51.7,88,0
8069,301.1,1874,24.8,47,0
1532,304.1,1412,47.5,150,0
5933,300.8,1924,22.4,36,0
7593,301.2,1625,31.6,173,0
9109,300.4,1530,32.0,169,0
1535,300.0,1879,22.4,79,0
7775,299.5,1446,45.7,173,0
6952,298.6,1597,35.9,213,0
2605,297.8,1607,30.3,62,0
6126,300.2,1642,28.8,92,0
7040,302.3,1395,54.2,198,0
7457,299.3,1802,26.0,130,0
2177,301.8,1651,32.5,195,0
9939,299.0,1667,30.0,53,0
2351,300.7,1850,24.5,19,0
6030,295.9,1892,21.7,72,0
3502,300.8,1520,37.7,193,0
2134,299.0,1501,43.0,91,0
1480,302.0,1464,47.2,159,0
2793,298.0,1339,51.4,68,0
4842,303.7,1892,22.5,79,0
9779,301.8,1551,35.8,61,0
9933,300.5,1269,64.0,87,0
4623,298.7,1483,42.5,46,0
9794,301.9,1374,48.5,180,1
7157,300.6,1454,51.2,58,0
9010,302.0,1392,60.5,10,0
3445,301.6,1588,33.9,89,0
8148,301.0,1405,46.1,79,0
7764,298.9,1517,39.8,114,0
3620,303.8,1364,49.3,167,0
1952,301.9,1260,65.9,29,0
555,300.7,1439,41.7,184,0
4264,299.9,1627,36.7,118,0
1163,304.2,1668,35.7,180,0
1584,300.6,1867,23.0,242,0
8643,297.5,1357,50.1,137,0
9731,300.8,1520,38.0,45,0
5836,297.3,1385,44.4,169,0
8877,300.4,1356,44.4,136,0
8360,300.9,1509,37.5,12,0
7912,300.8,1522,41.7,115,0
9161,296.4,1416,50.0,210,0
1598,303.6,1522,35.8,133,0
7181,300.9,2355,14.4,201,0
300,300.7,1369,50.7,12,0
9659,300.6,1440,52.5,200,0
6946,298.0,1281,50.8,122,0
3794,301.6,1380,51.8,216,1
7212,298.1,1354,43.3,155,0
4335,297.2,1825,24.6,142,0
2858,301.6,1309,65.8,75,1
7487,304.2,1410,51.6,47,0
3142,300.3,1629,34.1,52,0
1359,301.6,1809,25.5,40,0
4533,300.3,1515,37.5,5,0
5564,302.8,1694,28.4,66,0
8724,297.5,1476,45.6,31,0
486,301.3,1647,28.2,140,0
7835,302.8,1494,37.5,198,0
8210,298.9,1459,43.1,147,0
6695,300.7,1457,51.4,61,0
8115,299.8,1545,40.7,166,0
7361,303.8,1378,45.6,184,0
1152,297.9,1336,71.6,31,1
5381,302.5,1357,42.0,179,0
9740,295.6,1632,32.2,76,0
6386,299.0,2248,16.8,204,0
7856,300.3,1343,57.7,142,0
8655,299.1,1568,33.3,123,0
8408,300.2,1329,53.6,186,0
6188,301.3,1556,39.0,72,0
9701,301.5,1381,50.7,206,0
8268,303.8,1406,52.1,166,0
5313,299.1,1367,56.3,203,1
7616,301.8,1334,61.0,182,1
665,297.2,1446,38.5,164,0
3353,302.3,1535,38.3,5,0
5414,297.7,1616,34.2,114,0
7283,301.7,1787,26.7,33,0
642,299.2,1540,36.3,175,0
9241,301.7,1500,39.6,56,0
176,299.8,1346,53.2,95,0
6041,299.3,1484,40.5,213,0
9909,300.0,1869,22.7,49,0
3438,302.7,1597,41.9,15,0
786,298.3,1681,27.1,194,0
6390,303.7,1488,42.8,54,0
6358,300.4,1386,56.9,170,0
6862,297.7,1855,22.5,7,0
3202,298.6,1469,46.0,4,0
4802,298.0,1526,41.8,160,0
5379,298.6,1559,36.6,188,0
9328,302.4,1671,29.9,204,0
91,300.8,1432,45.8,6,0
5761,301.4,1692,32.3,5,0
5731,297.5,1401,50.5,6,0
9503,298.7,1676,33.5,70,0
4965,303.4,1376,53.4,98,0
1971,299.5,1886,20.9,117,0
2905,302.1,1409,41.3,39,0
530,300.6,1934,22.8,15,0
3635,303.0,1503,37.0,152,0
996,301.6,1532,43.6,15,0
5851,297.6,1408,54.8,147,0
4226,298.1,1413,54.1,113,0
5615,300.5,1445,44.8,83,0
2312,300.2,1481,41.9,106,0
2154,299.0,1531,36.0,57,0
5316,300.3,1611,29.0,177,0
1427,303.7,1511,38.9,117,0
8742,298.1,1452,40.8,56,0
6843,301.5,1612,29.8,148,0
4415,298.1,1525,35.9,132,0
8817,302.4,1573,36.5,193,0
3085,298.2,1785,23.4,181,0
5896,303.5,1492,46.1,89,0
7075,301.6,1395,46.8,95,0
9705,299.8,1579,36.4,0,0
9858,300.4,1488,42.2,133,0
9533,301.3,1550,41.5,197,0
495,304.1,1480,38.4,72,0
3749,299.2,1498,41.1,88,0
2321,299.0,1477,37.9,60,0
4267,298.9,1562,42.5,179,0
3405,297.6,2001,20.5,220,0
151,300.6,1433,42.6,101,0
5412,297.4,1328,61.8,98,0
694,299.6,1679,30.7,129,0
4417,297.9,1562,35.8,40,0
5696,302.4,1384,50.9,99,0
1738,297.6,1815,25.3,66,0
3001,299.3,1334,46.3,31,0
167,297.5,1546,38.0,123,0
7621,299.1,2329,14.6,95,0
4731,298.1,1976,19.3,158,0
2865,301.2,1479,38.2,139,0
8543,298.8,1507,42.3,207,0
8522,300.8,1416,46.5,7,0
2883,300.7,1407,42.4,218,0
3031,298.4,1544,38.8,97,0
7733,296.7,1535,34.6,114,0
8532,297.3,1376,53.5,112,0
9562,301.4,1533,45.8,125,0
5680,299.1,1431,52.3,38,0
9916,303.5,1606,34.0,126,0
5990,302.2,1465,43.5,140,0
2276,300.1,1356,45.7,149,0
7030,298.8,1450,50.8,57,0
8342,300.2,1547,37.7,217,0
7997,300.0,1634,31.9,0,0
8200,300.2,1417,41.1,129,0
4304,303.8,1422,42.4,152,0
7369,302.7,1527,36.4,26,0
428,297.5,1340,57.4,143,0
7067,300.8,1450,45.0,183,0
6363,298.9,1827,26.1,5,0
4215,300.1,1438,51.0,211,0
426,300.4,1433,46.1,199,0
2223,302.5,1688,31.6,66,0
100,296.8,1337,56.5,5,0
5239,300.8,1572,36.2,167,0
3307,299.2,1503,37.4,109,0
2762,304.1,1494,39.0,49,0
5856,297.5,1536,36.9,108,0
8020,301.1,1312,73.6,49,1
4881,302.8,1451,44.7,32,0
9631,300.1,1568,39.7,42,0
3286,301.2,1618,37.6,32,0
7711,304.2,1713,23.5,50,0
9205,300.4,1352,57.3,116,0
6066,301.5,1507,38.6,149,0
9234,298.8,1512,40.7,156,0
3577,302.5,1751,30.5,90,0
1465,297.2,1493,38.4,146,0
7012,301.5,1423,44.0,222,0
2234,298.8,1495,35.2,60,0
1744,299.2,1586,35.7,138,0
5719,302.5,1534,38.6,3,0
6378,299.9,1447,45.9,162,0
7685,300.9,1364,52.5,125,0
9400,299.8,1372,58.2,65,0
5756,304.1,1510,46.9,152,0
5026,298.2,1447,47.1,185,0
9233,297.1,1474,42.3,64,0
3944,298.0,1459,44.4,163,0
6861,298.1,1662,28.9,76,0
5349,300.6,1514,39.5,87,0
9421,298.1,1438,41.4,60,0
2121,301.5,1402,40.0,94,0
9893,299.7,1597,32.9,135,0
8575,298.0,1301,58.5,155,0
3784,300.6,1449,42.4,169,0
6871,299.8,1760,25.9,63,0
916,298.0,1362,56.8,216,1
8548,297.3,1420,46.5,73,0
7251,302.1,1615,29.9,176,0
9895,299.0,1653,31.7,100,0
4705,301.4,1451,45.3,183,0
4403,301.0,1429,39.4,98,0
4862,302.6,1369,60.0,93,1
8514,300.5,1403,47.7,24,0
5421,301.3,1507,39.1,194,0
7732,300.2,1275,60.7,15,0
1203,302.2,1556,38.6,145,0
3768,299.2,1605,31.1,181,0
4952,299.9,1576,34.3,188,0
3852,298.1,1686,29.1,60,0
1926,300.8,1481,38.5,181,0
3114,300.2,1394,47.4,21,0
2641,303.7,1558,37.7,206,0
7951,300.7,1349,54.5,19,0
7359,301.3,1436,44.2,76,0
8181,299.3,1563,42.1,19,0
7609,299.3,1496,37.2,149,0
2728,298.8,1592,38.2,169,0
9102,301.4,1550,36.8,159,0
4984,301.6,1419,50.2,51,0
5259,302.3,1559,34.4,191,0
7744,300.0,1476,39.0,92,0
4012,302.4,1463,42.2,139,0
2626,300.2,1408,42.5,0,0
7237,298.6,1593,33.3,95,0
8254,299.0,1507,36.7,173,0
4610,303.6,1575,38.3,54,0
805,301.9,1432,41.5,51,0
4633,301.4,1329,52.0,160,0
5246,297.5,1427,50.4,17,0
6476,298.3,1359,51.4,21,0
6432,297.5,1327,52.1,24,0
9099,303.2,1610,35.5,63,0
6754,300.2,1639,31.1,31,0
4459,298.2,1667,30.6,59,0
1242,298.7,1738,27.3,79,0
9736,302.7,1511,37.7,60,0
5561,301.6,2103,19.7,12,0
5846,297.7,1562,36.8,172,0
547,297.4,1473,46.2,167,0
3022,302.0,1352,55.5,59,0
8826,297.2,1636,31.3,192,0
4031,300.8,1479,39.4,18,0
26,297.7,1379,43.3,111,0
5474,302.3,1525,48.7,114,0
5151,302.2,1386,50.5,69,0
2508,304.2,1421,43.4,56,0
1433,300.7,2478,13.4,170,1
2582,300.4,1431,43.2,0,0
1302,299.1,1373,55.6,108,0
9236,297.8,1512,35.1,138,0
6518,298.1,1362,49.6,158,0
8156,296.1,1433,38.5,14,0
5601,298.8,1369,53.0,138,0
1221,297.2,1662,31.3,0,0
5914,300.8,1270,61.0,54,0
2548,296.3,1335,50.5,48,0
750,297.8,1518,40.4,2,0
437,299.9,1487,42.2,198,0
4371,298.6,1471,48.0,141,0
4448,300.5,1551,36.6,205,0
2847,300.9,1603,31.8,190,0
1173,302.2,1510,37.1,10,0
9446,301.5,1430,46.5,35,0
2699,298.8,1425,53.9,135,0
9887,296.3,1472,39.9,51,0
5916,298.9,1281,53.9,77,0
8978,301.5,1510,36.0,64,0
2481,301.9,1563,39.2,39,0
5455,297.0,1680,35.8,20,0
8443,297.4,1431,43.0,113,0
2706,303.4,1522,42.1,62,0
5994,298.0,1357,48.2,7,0
326,301.9,1286,62.8,22,1
1039,297.2,1413,49.8,12,0
2637,298.5,1804,26.1,22,0
5165,298.8,1563,33.7,143,0
2499,299.0,1592,35.0,200,0
1004,297.7,1388,45.6,190,0
2861,299.3,1786,23.5,100,0
3233,300.1,1441,42.9,148,0
1870,300.2,1448,36.8,14,0
4245,299.3,1341,47.7,199,0
6926,301.2,1544,39.3,217,0
8384,299.4,1504,37.8,112,0
534,301.7,1724,33.0,171,0
9826,300.3,1371,50.2,109,0
6114,301.4,1397,42.3,48,0
7364,299.5,1321,51.9,114,0
585,302.4,1479,36.2,115,0
9913,300.9,1462,46.0,166,0
3035,301.0,1975,19.7,17,0
4428,298.4,1545,36.9,3,0
4089,299.0,1620,35.4,199,0
1703,300.9,2129,17.8,173,0
4295,298.5,1911,21.5,164,0
9084,300.6,1528,43.9,185,0
491,297.1,1633,33.3,192,0
4614,298.9,1534,42.1,23,0
4353,297.9,1612,30.7,134,0
2836,299.5,1497,40.9,169,0
2266,303.8,1655,28.0,170,0
9254,302.1,1450,51.6,86,0
7168,301.0,1540,34.1,113,0
6487,298.9,1640,29.2,195,0
4706,300.6,1535,33.3,92,0
7525,302.6,1885,27.5,147,0
2900,299.9,1254,61.3,124,0
7986,297.3,1566,35.7,156,0
2944,297.5,1722,30.4,178,0
1916,296.8,1573,36.4,126,0
3185,302.6,1377,45.5,54,0
5351,297.2,1453,45.8,105,0
5809,295.7,2161,16.5,105,0
7254,303.9,1394,51.6,121,0
4246,301.4,1516,36.4,83,0
8072,300.6,1418,42.7,147,0
5145,299.9,1567,35.5,171,0
8564,301.6,1325,49.2,104,0
2518,299.1,1894,20.1,106,0
397,299.3,1703,31.3,120,0
1317,300.5,1777,23.6,0,0
5820,298.8,1498,39.5,89,0
121,301.9,1370,50.3,20,0
2449,298.3,1708,28.0,42,0
5669,304.2,1411,46.0,149,0
8107,301.2,1558,32.6,34,0
1566,302.5,1488,41.8,160,0
1984,298.0,1588,35.4,114,0
4333,300.9,1615,30.9,200,0
7909,300.9,1656,30.7,200,0
9912,299.6,1450,43.1,160,0
3918,301.7,1715,24.8,17,0
2173,296.5,1512,43.6,92,0
3283,303.2,2102,19.0,5,0
8494,298.4,1421,60.7,119,1
8583,302.0,1381,58.4,201,0
2333,304.3,1489,40.3,196,0
573,303.5,1761,25.8,105,0
3660,299.6,1531,36.8,62,0
9074,299.2,1434,46.8,2,0
981,302.7,1520,39.3,73,0
5712,298.1,2161,17.5,5,0
1407,300.5,1421,49.6,211,0
535,297.3,2358,14.9,49,0
4315,301.7,1462,38.3,49,0
4597,298.5,1332,59.1,115,0
8960,298.4,1542,35.4,208,0
9798,298.1,1569,37.0,29,0
1434,299.1,1818,24.1,173,0
6993,297.3,1491,46.5,29,0
2579,300.1,1684,30.8,13,0
9402,300.5,1887,21.7,56,0
3269,303.9,1567,35.0,168,0
9552,302.2,1412,44.5,204,0
3838,301.5,2760,8.0,15,1
1867,298.0,1527,39.5,85,0
1454,299.4,1569,40.8,73,0
1786,297.6,1678,34.2,114,0
9911,302.9,1561,34.8,150,0
5206,303.5,1275,64.4,113,0
2521,300.4,1888,21.9,221,0
4439,303.5,1544,36.9,87,0
1820,302.2,1427,43.8,88,0
5614,304.0,1530,34.8,211,0
2929,297.2,1656,30.3,124,0
51,298.8,1651,33.3,0,0
6829,301.8,1738,28.0,58,0
5715,297.4,1359,46.9,199,0
5464,299.1,1437,41.1,192,0
469,297.4,1324,56.9,173,0
2629,297.6,1355,46.4,13,0
6341,297.6,1623,36.9,61,0
7466,298.4,1741,32.8,112,0
3945,299.0,1552,39.9,114,0
6203,302.2,1482,45.6,87,0
4262,299.3,1429,43.0,96,0
1858,300.9,1477,41.5,100,0
9531,300.6,1539,37.0,187,0
865,301.3,1384,50.1,88,0
5007,301.7,1743,26.2,71,0
7211,296.4,1748,25.3,144,0
5079,299.3,1397,45.4,191,0
8100,300.2,1530,48.5,15,0
4791,300.5,1511,41.8,205,0
8853,298.8,1480,38.1,157,0
6249,298.8,1595,33.1,34,0
5935,302.2,1451,41.8,66,0
425,298.7,1465,39.7,72,0
188,299.1,1467,47.2,218,0
5628,302.7,1450,52.1,213,1
4359,298.4,1610,35.0,24,0
228,301.5,1412,44.1,184,0
7756,300.7,1479,49.1,71,0
9609,298.5,1535,39.8,87,0
2741,303.0,1451,42.1,125,0
1041,301.7,1548,40.3,21,0
4075,297.4,1538,41.2,126,0
9139,303.8,1506,46.9,154,0
6117,301.7,1311,46.8,136,0
6157,299.1,1367,45.6,44,0
471,297.5,1459,45.2,34,0
2921,301.0,1698,27.3,14,0
1905,297.5,1530,40.0,206,0
8875,300.8,1431,48.5,25,0
801,296.8,1455,49.9,102,0
1487,298.4,1628,34.9,93,0
8440,298.2,2449,13.8,45,0
227,299.5,1349,52.7,92,0
7889,299.4,1525,39.0,90,0
1128,301.7,1406,46.0,112,0
8316,298.8,1741,27.7,50,0
7100,304.1,1366,46.6,35,0
2208,299.6,1605,29.8,142,0
5020,302.1,1550,34.8,177,0
8900,299.1,1657,33.1,187,0
6558,301.7,1659,29.9,73,0
5899,297.8,1432,42.6,17,0
3153,298.2,1639,33.3,191,0
4441,301.6,1431,42.3,129,0
7821,297.2,1653,33.3,207,0
9730,297.0,1702,30.7,124,0
6214,298.2,2029,19.9,96,0
9597,299.9,1706,28.8,111,0
2144,300.7,1498,44.0,155,0
7410,301.5,1737,29.3,114,0
6067,299.4,1464,40.5,215,0
2374,298.0,1623,29.9,24,0
2577,302.3,1545,36.7,18,0
1632,302.6,1738,25.8,128,0
8897,300.0,1675,30.2,11,0
2298,298.0,1822,23.5,122,0
5032,302.3,1423,44.6,93,0
156,303.9,1422,48.0,215,1
8045,302.3,1507,47.7,70,0
6705,298.2,1922,22.6,132,0
3349,299.1,1791,28.0,168,0
2879,297.8,1683,30.9,163,0
3413,297.4,1420,45.6,193,0
7423,299.3,1422,45.4,37,0
